Marca,Modelo,Condicao,Memoria,Bateria,Preco,TempoConta,Vendas,Golpe
Motorola,Motorola Edge 30,Com defeito,64,Perfeita (95% ate 100%),1003.98,332,14,Nao
Apple,iPhone 11,Usado - Excelente,256,Perfeita (95% ate 100%),674.48,32,11,Nao
Apple,iPhone 8 Plus,Usado - Bom,64,Ok (60% ate 79%),306.27,130,18,Sim
Motorola,Motorola G7,Novo,256,Muito Ruim (abaixo de 39%),307.56,349,6,Nao
Samsung,Galaxy S21,Novo,256,Ok (60% ate 79%),1136.06,92,15,Nao
Apple,iPhone 8 Plus,Novo,32,Perfeita (95% ate 100%),674.48,143,13,Sim
Apple,iPhone XR,Recondicionado,64,Ok (60% ate 79%),1205.55,346,20,Sim
Apple,iPhone 15,Usado - Bom,256,Ok (60% ate 79%),1026.86,233,14,Nao
Samsung,Galaxy A51,Novo,32,Boa (80% ate 94%),1162.01,153,4,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Perfeita (95% ate 100%),955.37,81,13,Nao
Apple,iPhone 12,Com defeito,64,Perfeita (95% ate 100%),1472.76,91,15,Sim
Motorola,Motorola Edge 30,Usado - Bom,256,Muito Ruim (abaixo de 39%),1117.94,86,17,Nao
Samsung,Galaxy S22,Novo,32,Ruim (40% ate 59%),758.64,201,13,Nao
Samsung,Galaxy S22,Novo,128,Boa (80% ate 94%),387.51,24,19,Nao
Samsung,Galaxy S20,Com defeito,64,Ok (60% ate 79%),1210.72,288,14,Nao
Samsung,Galaxy A51,Recondicionado,64,Boa (80% ate 94%),414.67,91,7,Nao
Motorola,Motorola G7,Usado - Excelente,32,Perfeita (95% ate 100%),533.88,92,4,Nao
Apple,iPhone 13,Usado - Excelente,128,Boa (80% ate 94%),1123.7,256,20,Nao
Apple,iPhone XR,Com defeito,32,Boa (80% ate 94%),1274.96,359,2,Sim
Apple,iPhone 13,Recondicionado,128,Boa (80% ate 94%),460.49,59,13,Nao
Motorola,Motorola Edge 30,Usado - Bom,32,Muito Ruim (abaixo de 39%),1110.74,327,16,Nao
Samsung,Galaxy S21,Usado - Excelente,64,Boa (80% ate 94%),595.33,193,17,Nao
Samsung,Galaxy S21,Novo,256,Boa (80% ate 94%),849.79,143,3,Nao
Samsung,Galaxy A51,Recondicionado,64,Boa (80% ate 94%),631.47,353,5,Nao
Samsung,Galaxy A71,Novo,256,Boa (80% ate 94%),365.51,230,15,Nao
Samsung,Galaxy A71,Recondicionado,64,Ruim (40% ate 59%),460.21,211,19,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Perfeita (95% ate 100%),1280.61,42,17,Nao
Samsung,Galaxy S22,Usado - Bom,32,Muito Ruim (abaixo de 39%),900.97,22,16,Nao
Apple,iPhone XR,Recondicionado,32,Muito Ruim (abaixo de 39%),1333.14,110,1,Sim
Samsung,Galaxy A51,Novo,128,Perfeita (95% ate 100%),1285.45,320,11,Nao
Apple,iPhone 11,Usado - Excelente,256,Ruim (40% ate 59%),1488.47,169,7,Nao
Apple,iPhone XR,Usado - Bom,256,Ok (60% ate 79%),514.03,175,2,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Muito Ruim (abaixo de 39%),587.88,211,3,Nao
Samsung,Galaxy S21,Usado - Excelente,256,Ruim (40% ate 59%),871.47,131,17,Nao
Apple,iPhone 15,Novo,128,Muito Ruim (abaixo de 39%),597.23,21,14,Nao
Apple,iPhone 8 Plus,Recondicionado,128,Perfeita (95% ate 100%),646.58,353,13,Nao
Motorola,Motorola G7,Novo,128,Muito Ruim (abaixo de 39%),914.23,130,3,Nao
Apple,iPhone 10,Usado - Excelente,64,Boa (80% ate 94%),1492.21,199,1,Sim
Motorola,Motorola Edge 30,Com defeito,256,Boa (80% ate 94%),480.59,86,17,Nao
Motorola,Motorola G7,Usado - Bom,256,Muito Ruim (abaixo de 39%),481.69,193,3,Nao
Motorola,Motorola G7,Novo,128,Ruim (40% ate 59%),1366.64,278,1,Nao
Samsung,Galaxy S22,Novo,32,Ruim (40% ate 59%),1209.64,317,15,Nao
Apple,iPhone 15,Usado - Excelente,32,Ruim (40% ate 59%),1215.83,191,3,Sim
Apple,iPhone 10,Novo,128,Ruim (40% ate 59%),1488.47,211,4,Nao
Motorola,Motorola Edge 30,Com defeito,128,Ok (60% ate 79%),587.88,346,7,Nao
Samsung,Galaxy S21,Com defeito,64,Ruim (40% ate 59%),639.79,19,9,Nao
Apple,iPhone 10,Usado - Excelente,32,Ruim (40% ate 59%),1208.18,18,3,Sim
Samsung,Galaxy A51,Com defeito,64,Ok (60% ate 79%),411.22,323,18,Nao
Samsung,Galaxy S20,Recondicionado,256,Ok (60% ate 79%),1285.45,222,7,Nao
Apple,iPhone 12,Usado - Bom,64,Perfeita (95% ate 100%),323.07,275,6,Sim
Samsung,Galaxy A51,Usado - Bom,128,Muito Ruim (abaixo de 39%),798.99,117,3,Nao
Apple,iPhone XR,Usado - Excelente,256,Ruim (40% ate 59%),410.58,124,1,Nao
Apple,iPhone 11,Novo,128,Muito Ruim (abaixo de 39%),496.13,33,18,Nao
Apple,iPhone 8 Plus,Usado - Excelente,256,Perfeita (95% ate 100%),750.52,46,16,Nao
Apple,iPhone XR,Com defeito,32,Ok (60% ate 79%),1267.92,141,16,Sim
Motorola,Motorola G7,Usado - Bom,128,Ruim (40% ate 59%),711.57,143,19,Nao
Apple,iPhone 8 Plus,Novo,32,Boa (80% ate 94%),833.25,160,7,Sim
Samsung,Galaxy A71,Recondicionado,256,Muito Ruim (abaixo de 39%),1076.3,327,7,Nao
Motorola,Motorola G7,Novo,32,Muito Ruim (abaixo de 39%),653.41,363,8,Nao
Apple,iPhone 13,Usado - Excelente,256,Ruim (40% ate 59%),494.89,275,19,Nao
Apple,iPhone 8 Plus,Com defeito,256,Ok (60% ate 79%),673.31,132,15,Nao
Apple,iPhone 10,Usado - Bom,64,Ruim (40% ate 59%),709.83,13,15,Sim
Apple,iPhone 13,Recondicionado,128,Boa (80% ate 94%),382.65,191,12,Nao
Apple,iPhone 11,Novo,128,Boa (80% ate 94%),603.94,327,1,Nao
Samsung,Galaxy S20,Novo,128,Muito Ruim (abaixo de 39%),1103.99,198,5,Nao
Samsung,Galaxy S20,Com defeito,128,Muito Ruim (abaixo de 39%),713.82,362,20,Nao
Apple,iPhone 14,Usado - Excelente,128,Boa (80% ate 94%),1482.91,264,13,Nao
Samsung,Galaxy A71,Usado - Excelente,128,Ok (60% ate 79%),1430.42,246,19,Nao
Apple,iPhone 10,Recondicionado,64,Perfeita (95% ate 100%),709.83,21,1,Sim
Apple,iPhone 11,Com defeito,64,Ok (60% ate 79%),339.84,352,20,Sim
Samsung,Galaxy S22,Usado - Excelente,128,Ruim (40% ate 59%),1183.18,275,14,Nao
Motorola,Motorola G7,Usado - Bom,32,Ok (60% ate 79%),1104.87,327,17,Nao
Samsung,Galaxy S20,Usado - Excelente,256,Perfeita (95% ate 100%),836.46,101,13,Nao
Apple,iPhone 11,Usado - Bom,256,Ruim (40% ate 59%),752.02,130,14,Nao
Apple,iPhone 10,Novo,128,Muito Ruim (abaixo de 39%),749.03,62,5,Nao
Apple,iPhone 11,Usado - Bom,128,Boa (80% ate 94%),1425.94,256,3,Nao
Motorola,Motorola G7,Recondicionado,256,Ruim (40% ate 59%),306.85,97,7,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Boa (80% ate 94%),574.76,226,14,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Boa (80% ate 94%),1105.0,236,3,Nao
Apple,iPhone 11,Usado - Excelente,256,Muito Ruim (abaixo de 39%),490.96,226,17,Nao
Apple,iPhone 8 Plus,Usado - Bom,128,Ruim (40% ate 59%),812.16,225,6,Nao
Samsung,Galaxy S22,Novo,32,Ok (60% ate 79%),1162.11,295,11,Nao
Samsung,Galaxy S22,Usado - Bom,64,Ok (60% ate 79%),864.77,333,16,Nao
Samsung,Galaxy A51,Usado - Bom,32,Muito Ruim (abaixo de 39%),1005.31,130,19,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Muito Ruim (abaixo de 39%),587.88,53,19,Nao
Samsung,Galaxy A71,Novo,32,Perfeita (95% ate 100%),595.33,353,11,Nao
Motorola,Motorola Edge 30,Com defeito,128,Ok (60% ate 79%),820.34,33,6,Nao
Samsung,Galaxy A51,Com defeito,32,Ruim (40% ate 59%),365.51,153,5,Nao
Motorola,Motorola Edge 30,Com defeito,256,Muito Ruim (abaixo de 39%),1360.18,352,5,Nao
Motorola,Motorola G7,Novo,32,Perfeita (95% ate 100%),961.47,363,4,Nao
Apple,iPhone 12,Recondicionado,64,Boa (80% ate 94%),314.52,104,14,Sim
Motorola,Motorola Edge 30,Usado - Bom,128,Ruim (40% ate 59%),466.88,256,19,Nao
Apple,iPhone 8 Plus,Novo,256,Boa (80% ate 94%),1274.96,289,7,Nao
Motorola,Motorola Edge 30,Novo,64,Muito Ruim (abaixo de 39%),1357.18,64,5,Nao
Samsung,Galaxy S22,Com defeito,64,Muito Ruim (abaixo de 39%),592.97,298,9,Nao
Apple,iPhone 14,Recondicionado,64,Perfeita (95% ate 100%),706.62,294,18,Sim
Apple,iPhone 8 Plus,Usado - Excelente,64,Muito Ruim (abaixo de 39%),784.62,175,12,Sim
Samsung,Galaxy A51,Usado - Excelente,256,Boa (80% ate 94%),1481.89,112,15,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Muito Ruim (abaixo de 39%),617.75,272,6,Nao
Samsung,Galaxy S20,Novo,128,Ok (60% ate 79%),332.2,46,12,Nao
Apple,iPhone 13,Recondicionado,32,Muito Ruim (abaixo de 39%),1213.93,220,13,Sim
Samsung,Galaxy S21,Com defeito,256,Boa (80% ate 94%),864.77,364,3,Nao
Apple,iPhone 12,Usado - Excelente,256,Ok (60% ate 79%),1400.68,112,15,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),498.24,151,12,Nao
Apple,iPhone 12,Usado - Excelente,64,Muito Ruim (abaixo de 39%),1378.9,191,16,Sim
Samsung,Galaxy S20,Recondicionado,64,Ruim (40% ate 59%),613.75,90,3,Nao
Motorola,Motorola Edge 30,Com defeito,64,Muito Ruim (abaixo de 39%),744.4,19,6,Nao
Motorola,Motorola Edge 30,Com defeito,128,Ruim (40% ate 59%),654.5,247,3,Nao
Samsung,Galaxy S20,Com defeito,32,Ok (60% ate 79%),1215.37,360,5,Nao
Motorola,Motorola G7,Novo,256,Perfeita (95% ate 100%),1160.02,317,3,Nao
Motorola,Motorola G7,Usado - Bom,64,Ruim (40% ate 59%),498.24,141,6,Nao
Apple,iPhone 14,Com defeito,256,Boa (80% ate 94%),511.54,134,3,Nao
Motorola,Motorola G7,Usado - Excelente,64,Boa (80% ate 94%),701.83,62,8,Nao
Samsung,Galaxy S22,Com defeito,128,Ok (60% ate 79%),1076.3,364,2,Nao
Motorola,Motorola Edge 30,Novo,32,Ruim (40% ate 59%),946.61,46,19,Nao
Motorola,Motorola G7,Usado - Excelente,256,Muito Ruim (abaixo de 39%),303.67,204,1,Nao
Samsung,Galaxy S20,Recondicionado,64,Perfeita (95% ate 100%),620.5,352,3,Nao
Motorola,Motorola Edge 30,Com defeito,64,Ruim (40% ate 59%),401.7,275,15,Nao
Apple,iPhone 12,Recondicionado,64,Ok (60% ate 79%),1182.94,355,16,Sim
Apple,iPhone 13,Novo,64,Boa (80% ate 94%),1472.76,104,2,Sim
Apple,iPhone 8 Plus,Usado - Bom,64,Ruim (40% ate 59%),1248.88,217,1,Sim
Samsung,Galaxy A71,Com defeito,32,Ok (60% ate 79%),1199.01,264,13,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Boa (80% ate 94%),401.7,346,3,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1156.63,260,18,Nao
Samsung,Galaxy A51,Com defeito,128,Ruim (40% ate 59%),1136.06,263,7,Nao
Motorola,Motorola Edge 30,Recondicionado,128,Muito Ruim (abaixo de 39%),790.38,87,2,Nao
Apple,iPhone 8 Plus,Usado - Bom,128,Ok (60% ate 79%),315.28,97,17,Nao
Samsung,Galaxy A71,Usado - Bom,256,Perfeita (95% ate 100%),592.97,110,5,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Boa (80% ate 94%),1003.98,112,3,Nao
Apple,iPhone 12,Com defeito,64,Perfeita (95% ate 100%),658.34,363,5,Sim
Samsung,Galaxy S21,Recondicionado,256,Boa (80% ate 94%),719.05,18,18,Nao
Motorola,Motorola Edge 30,Com defeito,128,Boa (80% ate 94%),1212.99,110,13,Nao
Apple,iPhone XR,Recondicionado,32,Muito Ruim (abaixo de 39%),392.18,154,4,Sim
Apple,iPhone 12,Recondicionado,128,Muito Ruim (abaixo de 39%),558.1,121,16,Nao
Samsung,Galaxy A71,Usado - Excelente,64,Perfeita (95% ate 100%),1420.3,163,19,Nao
Apple,iPhone 11,Recondicionado,256,Perfeita (95% ate 100%),429.58,143,4,Nao
Motorola,Motorola G7,Com defeito,128,Ok (60% ate 79%),914.23,220,15,Nao
Apple,iPhone 14,Novo,128,Muito Ruim (abaixo de 39%),490.96,112,17,Nao
Apple,iPhone XR,Novo,64,Ruim (40% ate 59%),709.83,320,3,Sim
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),848.13,169,20,Nao
Samsung,Galaxy S20,Recondicionado,64,Perfeita (95% ate 100%),788.65,143,1,Nao
Samsung,Galaxy S22,Usado - Excelente,32,Boa (80% ate 94%),671.91,154,16,Nao
Apple,iPhone 8 Plus,Com defeito,64,Perfeita (95% ate 100%),494.89,32,10,Sim
Motorola,Motorola G7,Usado - Bom,32,Muito Ruim (abaixo de 39%),612.27,92,16,Nao
Apple,iPhone 15,Usado - Bom,128,Ruim (40% ate 59%),1024.43,94,5,Nao
Samsung,Galaxy S22,Usado - Bom,32,Muito Ruim (abaixo de 39%),1219.51,360,5,Nao
Motorola,Motorola Edge 30,Novo,32,Ok (60% ate 79%),1246.09,108,17,Nao
Apple,iPhone 8 Plus,Usado - Bom,64,Perfeita (95% ate 100%),1310.37,112,1,Sim
Apple,iPhone 12,Usado - Excelente,128,Muito Ruim (abaixo de 39%),377.66,282,6,Nao
Samsung,Galaxy S21,Usado - Excelente,128,Muito Ruim (abaixo de 39%),740.73,121,10,Nao
Samsung,Galaxy S22,Com defeito,128,Boa (80% ate 94%),849.79,90,16,Nao
Motorola,Motorola Edge 30,Novo,128,Ruim (40% ate 59%),533.2,154,1,Nao
Samsung,Galaxy A71,Novo,64,Muito Ruim (abaixo de 39%),903.72,363,20,Nao
Samsung,Galaxy A51,Usado - Excelente,256,Perfeita (95% ate 100%),1456.59,160,3,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Perfeita (95% ate 100%),1427.55,141,7,Nao
Samsung,Galaxy S21,Recondicionado,128,Muito Ruim (abaixo de 39%),671.91,151,2,Nao
Apple,iPhone 10,Usado - Bom,64,Boa (80% ate 94%),1203.47,288,20,Sim
Samsung,Galaxy S22,Com defeito,256,Boa (80% ate 94%),1451.79,312,15,Nao
Samsung,Galaxy S22,Com defeito,32,Perfeita (95% ate 100%),311.4,18,17,Nao
Samsung,Galaxy A71,Usado - Bom,64,Ok (60% ate 79%),1174.83,272,17,Nao
Apple,iPhone 14,Novo,32,Perfeita (95% ate 100%),709.83,64,20,Sim
Samsung,Galaxy S22,Usado - Excelente,64,Ruim (40% ate 59%),416.2,193,7,Nao
Motorola,Motorola Edge 30,Com defeito,256,Perfeita (95% ate 100%),1438.33,141,17,Nao
Samsung,Galaxy S21,Usado - Excelente,128,Boa (80% ate 94%),767.02,290,9,Nao
Motorola,Motorola G7,Com defeito,32,Muito Ruim (abaixo de 39%),936.56,22,1,Nao
Motorola,Motorola G7,Novo,256,Ok (60% ate 79%),440.99,362,3,Nao
Apple,iPhone 11,Com defeito,128,Boa (80% ate 94%),1472.76,202,16,Nao
Motorola,Motorola Edge 30,Recondicionado,64,Boa (80% ate 94%),946.61,320,14,Nao
Apple,iPhone 14,Novo,32,Perfeita (95% ate 100%),724.34,227,11,Sim
Motorola,Motorola G7,Com defeito,64,Boa (80% ate 94%),1461.03,362,13,Nao
Apple,iPhone 14,Novo,128,Ruim (40% ate 59%),1482.91,17,16,Nao
Samsung,Galaxy A51,Usado - Excelente,256,Ok (60% ate 79%),631.47,19,4,Nao
Samsung,Galaxy A71,Novo,128,Muito Ruim (abaixo de 39%),684.88,132,19,Nao
Motorola,Motorola G7,Recondicionado,32,Ok (60% ate 79%),1246.47,238,7,Nao
Samsung,Galaxy S21,Novo,128,Perfeita (95% ate 100%),616.15,263,20,Nao
Motorola,Motorola Edge 30,Usado - Bom,128,Ok (60% ate 79%),1368.32,40,20,Nao
Samsung,Galaxy A51,Com defeito,256,Ok (60% ate 79%),995.09,317,5,Nao
Samsung,Galaxy S22,Novo,128,Ok (60% ate 79%),1162.11,114,12,Nao
Motorola,Motorola G7,Usado - Excelente,128,Ok (60% ate 79%),420.08,320,19,Nao
Samsung,Galaxy S20,Com defeito,256,Ok (60% ate 79%),1394.32,236,1,Nao
Apple,iPhone 8 Plus,Recondicionado,128,Perfeita (95% ate 100%),905.34,167,3,Nao
Motorola,Motorola G7,Recondicionado,128,Ruim (40% ate 59%),744.4,33,13,Nao
Motorola,Motorola Edge 30,Recondicionado,128,Perfeita (95% ate 100%),1178.71,246,1,Nao
Samsung,Galaxy S20,Usado - Excelente,64,Muito Ruim (abaixo de 39%),1158.67,275,3,Nao
Samsung,Galaxy S20,Novo,128,Ok (60% ate 79%),1145.25,59,5,Nao
Apple,iPhone XR,Recondicionado,32,Perfeita (95% ate 100%),1137.07,40,19,Sim
Apple,iPhone 13,Recondicionado,64,Boa (80% ate 94%),777.66,138,1,Sim
Motorola,Motorola Edge 30,Com defeito,128,Perfeita (95% ate 100%),602.85,138,16,Nao
Motorola,Motorola G7,Com defeito,32,Muito Ruim (abaixo de 39%),830.92,132,11,Nao
Samsung,Galaxy S21,Com defeito,256,Perfeita (95% ate 100%),1162.11,284,9,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Ok (60% ate 79%),956.2,312,15,Nao
Samsung,Galaxy A51,Usado - Excelente,256,Ruim (40% ate 59%),416.2,191,6,Nao
Samsung,Galaxy A71,Recondicionado,64,Ruim (40% ate 59%),569.89,315,17,Nao
Samsung,Galaxy A51,Usado - Bom,256,Boa (80% ate 94%),524.51,92,6,Nao
Samsung,Galaxy S21,Usado - Excelente,32,Perfeita (95% ate 100%),995.09,22,14,Nao
Motorola,Motorola G7,Recondicionado,32,Boa (80% ate 94%),487.76,225,14,Nao
Motorola,Motorola G7,Recondicionado,64,Ruim (40% ate 59%),848.13,295,1,Nao
Apple,iPhone 13,Usado - Bom,256,Ok (60% ate 79%),1425.94,243,13,Nao
Apple,iPhone 11,Usado - Excelente,32,Ruim (40% ate 59%),1326.38,156,13,Sim
Motorola,Motorola G7,Usado - Excelente,128,Perfeita (95% ate 100%),1374.09,148,20,Nao
Apple,iPhone XR,Usado - Bom,128,Perfeita (95% ate 100%),534.83,242,14,Nao
Motorola,Motorola G7,Com defeito,64,Muito Ruim (abaixo de 39%),924.36,352,17,Nao
Samsung,Galaxy A51,Usado - Bom,128,Ruim (40% ate 59%),1413.03,175,13,Nao
Apple,iPhone 8 Plus,Com defeito,256,Muito Ruim (abaixo de 39%),880.74,117,20,Nao
Samsung,Galaxy S20,Com defeito,64,Boa (80% ate 94%),1394.32,191,19,Nao
Motorola,Motorola G7,Usado - Bom,64,Ok (60% ate 79%),1178.71,56,20,Nao
Samsung,Galaxy S20,Com defeito,128,Perfeita (95% ate 100%),1411.85,124,7,Nao
Motorola,Motorola G7,Novo,128,Muito Ruim (abaixo de 39%),774.12,252,11,Nao
Apple,iPhone 10,Usado - Bom,32,Muito Ruim (abaixo de 39%),401.4,263,7,Sim
Apple,iPhone 12,Com defeito,32,Ok (60% ate 79%),1321.42,221,3,Sim
Apple,iPhone 14,Recondicionado,64,Boa (80% ate 94%),610.33,272,1,Sim
Motorola,Motorola G7,Novo,128,Ruim (40% ate 59%),831.26,243,18,Nao
Apple,iPhone 14,Novo,32,Boa (80% ate 94%),607.04,169,17,Sim
Motorola,Motorola Edge 30,Novo,64,Boa (80% ate 94%),1280.61,13,13,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Muito Ruim (abaixo de 39%),1055.55,186,13,Nao
Samsung,Galaxy S20,Recondicionado,128,Ruim (40% ate 59%),632.52,167,17,Nao
Apple,iPhone 10,Usado - Bom,128,Perfeita (95% ate 100%),401.4,186,12,Nao
Samsung,Galaxy A51,Usado - Excelente,32,Muito Ruim (abaixo de 39%),804.7,117,13,Nao
Motorola,Motorola G7,Usado - Bom,32,Boa (80% ate 94%),727.8,130,10,Nao
Samsung,Galaxy A71,Recondicionado,64,Perfeita (95% ate 100%),1158.67,249,12,Nao
Samsung,Galaxy S22,Novo,256,Perfeita (95% ate 100%),321.48,68,17,Nao
Samsung,Galaxy S22,Novo,64,Perfeita (95% ate 100%),827.57,3,3,Sim
Apple,iPhone 12,Recondicionado,32,Muito Ruim (abaixo de 39%),938.75,68,9,Sim
Apple,iPhone 12,Usado - Excelente,256,Muito Ruim (abaixo de 39%),323.07,124,19,Nao
Samsung,Galaxy A51,Usado - Excelente,256,Muito Ruim (abaixo de 39%),794.23,320,3,Nao
Samsung,Galaxy S21,Usado - Bom,64,Muito Ruim (abaixo de 39%),1467.95,129,12,Nao
Apple,iPhone 10,Com defeito,32,Ok (60% ate 79%),1307.73,92,5,Sim
Samsung,Galaxy S22,Recondicionado,32,Ok (60% ate 79%),416.2,275,1,Nao
Motorola,Motorola Edge 30,Novo,64,Boa (80% ate 94%),976.26,295,3,Nao
Motorola,Motorola G7,Com defeito,256,Perfeita (95% ate 100%),313.76,249,1,Nao
Samsung,Galaxy S20,Com defeito,64,Boa (80% ate 94%),951.24,165,10,Nao
Apple,iPhone 10,Recondicionado,256,Ruim (40% ate 59%),724.34,184,19,Nao
Samsung,Galaxy S21,Usado - Bom,256,Muito Ruim (abaixo de 39%),849.38,198,7,Nao
Motorola,Motorola G7,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1254.65,242,13,Nao
Motorola,Motorola Edge 30,Recondicionado,128,Ruim (40% ate 59%),670.04,151,6,Nao
Apple,iPhone 15,Usado - Bom,64,Boa (80% ate 94%),776.42,328,1,Sim
Samsung,Galaxy S21,Com defeito,128,Boa (80% ate 94%),1119.53,221,3,Nao
Samsung,Galaxy A71,Com defeito,32,Ruim (40% ate 59%),1103.99,104,19,Nao
Samsung,Galaxy S22,Usado - Excelente,256,Ruim (40% ate 59%),450.1,363,20,Nao
Apple,iPhone 8 Plus,Recondicionado,32,Boa (80% ate 94%),1230.83,17,16,Sim
Samsung,Galaxy A71,Usado - Bom,256,Ruim (40% ate 59%),1209.64,174,20,Nao
Apple,iPhone 10,Usado - Excelente,128,Perfeita (95% ate 100%),1115.62,19,2,Nao
Apple,iPhone 15,Usado - Excelente,32,Ok (60% ate 79%),429.58,365,5,Sim
Motorola,Motorola Edge 30,Com defeito,64,Ruim (40% ate 59%),1231.7,134,20,Nao
Samsung,Galaxy S22,Usado - Bom,64,Boa (80% ate 94%),1162.11,68,12,Nao
Samsung,Galaxy A51,Com defeito,256,Muito Ruim (abaixo de 39%),1297.26,94,13,Nao
Samsung,Galaxy A71,Recondicionado,256,Boa (80% ate 94%),325.55,279,8,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Ruim (40% ate 59%),808.18,138,7,Nao
Motorola,Motorola Edge 30,Com defeito,256,Boa (80% ate 94%),631.9,363,20,Nao
Apple,iPhone 8 Plus,Com defeito,256,Ok (60% ate 79%),410.58,360,6,Nao
Samsung,Galaxy A71,Usado - Excelente,128,Ok (60% ate 79%),1183.18,112,12,Nao
Motorola,Motorola G7,Usado - Excelente,64,Muito Ruim (abaixo de 39%),577.54,281,6,Nao
Samsung,Galaxy A71,Recondicionado,128,Boa (80% ate 94%),804.7,62,19,Nao
Samsung,Galaxy S20,Usado - Excelente,256,Ruim (40% ate 59%),1058.89,332,1,Nao
Samsung,Galaxy A51,Novo,32,Muito Ruim (abaixo de 39%),1047.41,117,10,Nao
Apple,iPhone 13,Usado - Bom,128,Ruim (40% ate 59%),1312.51,346,14,Nao
Samsung,Galaxy S20,Usado - Excelente,32,Ok (60% ate 79%),709.97,282,13,Nao
Samsung,Galaxy A71,Recondicionado,256,Boa (80% ate 94%),313.47,282,19,Nao
Motorola,Motorola G7,Com defeito,32,Ruim (40% ate 59%),1085.44,344,11,Nao
Motorola,Motorola G7,Com defeito,256,Ok (60% ate 79%),1263.09,153,12,Nao
Samsung,Galaxy A71,Recondicionado,32,Boa (80% ate 94%),632.52,211,14,Nao
Motorola,Motorola G7,Com defeito,64,Perfeita (95% ate 100%),1222.41,301,12,Nao
Samsung,Galaxy S20,Recondicionado,64,Perfeita (95% ate 100%),409.65,95,13,Nao
Apple,iPhone 11,Usado - Excelente,256,Ruim (40% ate 59%),1335.4,323,19,Nao
Motorola,Motorola Edge 30,Novo,64,Perfeita (95% ate 100%),479.75,332,4,Nao
Apple,iPhone XR,Recondicionado,64,Ruim (40% ate 59%),585.02,86,5,Sim
Apple,iPhone 8 Plus,Usado - Excelente,128,Boa (80% ate 94%),643.86,290,4,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Boa (80% ate 94%),315.92,274,10,Nao
Samsung,Galaxy S22,Usado - Excelente,32,Ok (60% ate 79%),551.99,247,15,Nao
Motorola,Motorola Edge 30,Usado - Bom,128,Ruim (40% ate 59%),818.53,110,5,Nao
Apple,iPhone 11,Usado - Excelente,128,Ruim (40% ate 59%),1455.13,112,20,Nao
Motorola,Motorola Edge 30,Usado - Excelente,32,Ruim (40% ate 59%),1490.92,148,5,Nao
Samsung,Galaxy S21,Usado - Bom,32,Ruim (40% ate 59%),1411.85,246,3,Nao
Samsung,Galaxy S21,Com defeito,256,Ruim (40% ate 59%),460.21,245,2,Nao
Samsung,Galaxy A71,Usado - Excelente,32,Ruim (40% ate 59%),1013.51,321,12,Nao
Samsung,Galaxy A51,Com defeito,128,Ruim (40% ate 59%),1413.03,217,14,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Perfeita (95% ate 100%),1331.67,363,11,Nao
Apple,iPhone 15,Novo,32,Muito Ruim (abaixo de 39%),1203.47,320,3,Sim
Motorola,Motorola G7,Usado - Excelente,128,Ruim (40% ate 59%),572.52,50,20,Nao
Apple,iPhone 8 Plus,Usado - Excelente,32,Perfeita (95% ate 100%),1372.0,236,9,Sim
Samsung,Galaxy A51,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1152.12,204,3,Nao
Motorola,Motorola Edge 30,Usado - Bom,128,Perfeita (95% ate 100%),417.58,321,2,Nao
Apple,iPhone 11,Usado - Excelente,256,Boa (80% ate 94%),943.11,129,8,Nao
Apple,iPhone 15,Com defeito,32,Ok (60% ate 79%),662.33,143,19,Sim
Motorola,Motorola G7,Usado - Bom,128,Ok (60% ate 79%),732.67,346,15,Nao
Apple,iPhone 8 Plus,Usado - Excelente,128,Boa (80% ate 94%),1182.94,137,4,Nao
Samsung,Galaxy A71,Recondicionado,256,Perfeita (95% ate 100%),1140.86,363,19,Nao
Apple,iPhone 15,Usado - Bom,256,Ok (60% ate 79%),1460.65,165,19,Nao
Apple,iPhone 14,Com defeito,128,Perfeita (95% ate 100%),514.03,264,6,Nao
Apple,iPhone 14,Com defeito,256,Muito Ruim (abaixo de 39%),1056.42,193,20,Nao
Motorola,Motorola G7,Recondicionado,64,Ok (60% ate 79%),877.35,132,1,Nao
Motorola,Motorola G7,Usado - Bom,256,Perfeita (95% ate 100%),914.94,130,20,Nao
